128 7272
102 123 4
102 124 3
102 125 1
102 126 8
102 127 4
103 104 8
103 105 3
103 106 5
103 107 3
103 108 7
103 109 2
103 110 3
103 111 8
103 112 7
103 113 1
103 114 2
103 115 6
103 119 9
103 120 3
103 121 6
103 122 4
103 123 1
103 124 5
103 125 4
103 126 6
103 127 9
104 105 1
104 106 7
104 107 5
104 108 6
104 109 1
104 110 5
104 112 9
104 113 8
104 114 8
104 115 2
104 116 5
104 117 2
104 118 6
104 119 4
104 121 7
104 122 6
104 123 8
104 124 9
104 125 8
105 106 4
105 107 6
105 108 4
105 109 7
105 110 3
105 111 1
105 112 3
105 113 2
105 114 4
105 115 1
105 116 9
105 117 2
105 118 2
105 119 4
105 120 2
105 121 1
105 122 3
105 123 2
105 124 6
105 125 8
105 126 5
105 127 4
106 107 4
106 108 7
106 109 3
106 110 2
106 111 5
106 112 2
106 113 1
106 114 5
106 115 4
106 116 7
106 117 3
106 118 8
106 119 4
106 120 7
106 121 1
106 122 7
106 123 1
106 124 5
106 126 1
106 127 9
107 108 4
107 109 7
107 110 2
107 111 8
107 113 6
107 114 4
107 115 1
107 116 3
107 118 7
107 120 3
107 122 5
107 123 7
107 124 3
107 125 2
107 126 1
108 109 8
108 110 1
108 111 6
108 112 7
108 113 5
108 114 5
108 116 2
108 117 6
108 118 3
108 119 2
108 121 1
108 122 6
108 124 3
108 125 2
108 126 6
108 127 4
109 110 6
109 111 6
109 112 4
109 113 6
109 114 9
109 115 4
109 116 4
109 117 6
109 118 9
109 119 8
109 120 9
109 121 9
109 122 8
109 123 3
109 124 5
109 125 5
109 126 8
110 111 8
110 112 2
110 113 8
110 114 1
110 115 4
110 116 1
110 117 2
110 119 1
110 120 8
110 121 3
110 122 8
110 123 4
110 124 1
110 125 4
110 126 8
110 127 7
111 112 6
111 113 2
111 114 3
111 115 4
111 116 3
111 117 4
111 118 6
111 119 2
111 120 2
111 121 1
111 122 9
111 124 1
111 125 2
111 126 8
111 127 3
112 113 2
112 114 9
112 115 8
112 116 3
112 117 4
112 118 8
112 119 7
112 120 4
112 121 3
112 122 7
112 123 8
112 124 4
112 125 3
112 126 7
112 127 4
113 114 1
113 115 1
113 116 9
113 117 6
113 118 5
113 119 3
113 120 4
113 121 9
113 122 6
113 123 5
113 124 1
113 125 6
113 126 6
113 127 3
114 115 6
114 116 9
114 117 7
114 118 7
114 119 7
114 120 3
114 121 1
114 122 8
114 124 5
114 125 1
114 126 9
114 127 6
115 116 8
115 117 2
115 118 3
115 119 4
115 120 6
115 121 6
115 122 3
115 123 2
115 124 1
115 125 7
115 126 6
115 127 3
116 117 3
116 118 1
116 119 4
116 120 1
116 121 7
116 122 9
116 123 9
116 124 8
116 125 6
116 126 6
116 127 6
117 118 9
117 120 6
117 121 1
117 122 7
117 123 9
117 124 2
117 125 3
117 126 7
117 127 7
118 119 8
118 120 1
118 121 3
118 122 5
118 123 5
118 124 7
118 125 8
118 126 4
118 127 3
119 120 1
119 121 9
119 122 6
119 123 5
119 125 5
119 126 6
119 127 1
120 121 3
120 122 3
120 123 7
120 124 1
120 125 4
120 126 9
120 127 7
121 122 8
121 123 7
121 124 7
121 125 2
121 126 2
121 127 4
122 123 9
122 124 1
122 125 8
122 126 2
122 127 8
123 124 5
123 125 9
123 126 6
123 127 9
